candidate_id,predicted_fit_score,name,headline,current_role,market_demand_score,days_since_active,technical_credibility_score,trust_score,semantic_score
CAND_0071432,38.842255896779044,Shaurya Arora,Data Scientist | Data Science & ML enthusiast,Data Scientist,0.7154,49,0.438,0.837,0.5209063
CAND_0082765,38.840814715319304,Reyansh Verma,Senior Data Engineer | Data pipelines & analytics,Senior Data Engineer,0.7822,48,0.5604,0.915,0.5418126
CAND_0010103,38.84078856746697,Pranav Iyengar,"Data Engineer | SQL, Spark, Cloud",Data Engineer,0.4752,26,0.395,0.962,0.51246977
CAND_0082685,38.8309608501737,Rohan Menon,QA Engineer | Full-stack development,QA Engineer,0.4036,171,0.2372,0.834,0.5465195
CAND_0063819,38.82260907876185,Rohan Chopra,"Backend Engineer | SQL, Spark, Cloud",Backend Engineer,0.6718,96,0.4025,0.802,0.54617006
CAND_0000422,38.82184019888793,Anil Shah,AI Research Engineer | Data Science & ML enthusiast,AI Research Engineer,0.95,83,0.5076,0.983,0.5575924
CAND_0041016,38.81877996212781,Kavya Kapoor,Junior ML Engineer | 5.2 yrs in analytics & ML,Junior ML Engineer,0.715,24,0.4282,1.0,0.5148965
CAND_0035779,38.81877996212781,Sneha Desai,ML Engineer | 5.5 yrs in analytics & ML,ML Engineer,0.6824,36,0.4428,0.933,0.5141337
CAND_0085767,38.81877996212781,Manish Kumar,Software Engineer | 5.9+ yrs in data engineering,Software Engineer,0.5662,51,0.345,0.944,0.536459
CAND_0096655,38.818540031614575,Dhruv Chowdary,Junior ML Engineer | 5.9 yrs in analytics & ML,Junior ML Engineer,0.6212,105,0.2462,0.749,0.50700533
CAND_0099983,38.817728399719485,Anjali Shah,"Data Engineer | SQL, Spark, Cloud",Data Engineer,0.9318,116,0.4431,0.891,0.5450408
CAND_0064282,38.81214600225886,Ira Mittal,Senior Software Engineer | 6.7+ yrs in data engineering,Senior Software Engineer,0.4026,88,0.3424,0.812,0.60164344
CAND_0015512,38.8085538025015,Jay Bose,Full Stack Developer | Cloud & DevOps,Full Stack Developer,0.57,39,0.202,0.81,0.52188313
CAND_0081875,38.80396876069508,Tanya Shetty,Senior Software Engineer | Data pipelines & analytics,Senior Software Engineer,0.4738,121,0.4252,0.754,0.55940795
CAND_0033742,38.80360840239529,Anjali Naidu,Software Engineer | Full-stack development,Software Engineer,0.4228,143,0.3244,0.989,0.5910805
CAND_0025053,38.79575496171333,Jay Pillai,Data Engineer | 4.5+ yrs in data engineering,Data Engineer,0.6352,145,0.4181,0.853,0.529477
CAND_0012805,38.789695173480126,Nisha Iyer,Data Scientist | Data Science & ML enthusiast,Data Scientist,0.812,23,0.4291,1.0,0.4995005
CAND_0026208,38.78615646232987,Naina Sethi,Analytics Engineer | 6.6+ yrs in data engineering,Analytics Engineer,0.6116,126,0.2936,0.814,0.53809655
CAND_0006182,38.77198997344852,Mira Saxena,Software Engineer | Full-stack development,Software Engineer,0.4614,63,0.028,0.789,0.5566559
CAND_0054829,38.768120431881925,Reyansh Vora,Computer Vision Engineer | Building ML-powered solutions,Computer Vision Engineer,0.6256,102,0.5732,0.869,0.5633106
CAND_0019880,38.76377979391005,Aanya Tiwari,AI Specialist | Data Science & ML enthusiast,AI Specialist,0.7498,66,0.2566,0.909,0.53678924
CAND_0010435,38.75960424129375,Kiara Saxena,Software Engineer | 6.9+ yrs in data engineering,Software Engineer,0.3176,118,0.2644,0.83,0.56259465
CAND_0026942,38.75791527649435,Sneha Nair,Junior ML Engineer | Data Science & ML enthusiast,Junior ML Engineer,0.5668,20,0.6829,0.976,0.5350778
CAND_0094079,38.74377486654772,Sneha Kapoor,"Senior Software Engineer | SQL, Spark, Cloud",Senior Software Engineer,0.8732,112,0.2258,0.665,0.5495722
CAND_0049825,38.738995759970365,Om Chopra,Backend Engineer | 3.2+ yrs in data engineering,Backend Engineer,0.3048,106,0.2696,0.887,0.57440734
CAND_0082353,38.738930552198134,Rohan Saxena,Java Developer | Backend systems & APIs,Java Developer,0.4828,128,0.146,0.759,0.5069715
CAND_0080794,38.7285513244076,Vihaan Reddy,AI Research Engineer | 6.2 yrs in analytics & ML,AI Research Engineer,0.4634,70,0.5118,0.982,0.57639
CAND_0058901,38.727064425983684,Ananya Kumar,DevOps Engineer | Cloud & DevOps,DevOps Engineer,0.3726,184,0.293,0.846,0.5488765
CAND_0029117,38.72373089810333,Nisha Mittal,Senior Software Engineer (ML) | 5.6 yrs in analytics & ML,Senior Software Engineer (ML),0.937,36,0.4016,0.955,0.5225371
CAND_0045054,38.723672688965536,Pranav Gupta,Data Engineer | 2.1+ yrs in data engineering,Data Engineer,0.3226,124,0.3514,0.97,0.5177669
CAND_0009846,38.69371507426606,Sneha Kumar,Business Analyst | Exploring AI & GenAI applications,Business Analyst,0.3792,75,0.02,0.784,0.58437294
CAND_0071974,38.692396478472,Sai Verma,Senior AI Engineer | Production ML at scale | 7.8+ yrs,Senior AI Engineer,0.7056,60,0.8499,1.0,0.5730031
CAND_0030031,38.692396478472,Anil Joshi,"AI Engineer | ML, NLP, Recommendation Systems",AI Engineer,0.895,24,0.5851,0.962,0.5546071
CAND_0065786,38.692396478472,Advaith Pandey,AI Specialist | 4.9 yrs in analytics & ML,AI Specialist,0.912,23,0.6856,1.0,0.5796361
CAND_0078042,38.692396478472,Neha Shah,"Applied ML Engineer | Search, Ranking & Retrieval",Applied ML Engineer,0.52,52,0.8209,1.0,0.5715734
CAND_0099343,38.686773284199624,Myra Krishnan,Java Developer | Cloud & DevOps,Java Developer,0.4298,152,0.5036,0.741,0.5747124
CAND_0039777,38.682520680539504,Naina Nair,Analytics Engineer | Data pipelines & analytics,Analytics Engineer,0.465,70,0.5072,0.758,0.50439954
CAND_0078790,38.68020604023981,Kavya Pandey,Data Scientist | Building ML-powered solutions,Data Scientist,0.4878,118,0.8212,0.841,0.5051888
CAND_0073314,38.67957056567245,Vivaan Singh,Senior Software Engineer (ML) | Building ML-powered solutions,Senior Software Engineer (ML),0.7246,21,0.7626,1.0,0.52532613
CAND_0020708,38.67491083767637,Kiara Patel,"Search Engineer | ML, NLP, Recommendation Systems",Search Engineer,0.5248,82,0.7948,0.944,0.5635743
CAND_0032912,38.67362625623502,Rajesh Banerjee,Data Engineer | Data pipelines & analytics,Data Engineer,0.4894,54,0.603,0.764,0.5349691
CAND_0064953,38.67048364610194,Deepak Chowdary,.NET Developer | Full-stack development,.NET Developer,0.5188,190,0.3524,0.959,0.51879907
CAND_0056309,38.668551955992655,Priya Pandey,Senior Data Engineer | 8.0+ yrs in data engineering,Senior Data Engineer,0.8046,60,0.3688,0.97,0.528645
CAND_0020617,38.66810764865585,Aarav Chowdary,Senior Software Engineer | 5.7+ yrs in data engineering,Senior Software Engineer,0.9496,106,0.2789,0.753,0.5856098
CAND_0099145,38.667090948700384,Sai Arora,"Senior Software Engineer | SQL, Spark, Cloud",Senior Software Engineer,0.4896,146,0.3036,0.817,0.53379506
CAND_0037760,38.659031627680214,Anjali Menon,Mobile Developer | Full-stack development,Mobile Developer,0.4626,36,0.218,0.909,0.5114442
CAND_0086368,38.65740834657318,Aisha Bhatia,"Senior Data Engineer | SQL, Spark, Cloud",Senior Data Engineer,0.5946,124,0.21,0.763,0.5601089
CAND_0007990,38.647326765111714,Nisha Agarwal,Frontend Engineer | Backend systems & APIs,Frontend Engineer,0.4996,132,0.1936,0.615,0.5682408
CAND_0002342,38.64707758405165,Neha Singh,Full Stack Developer | Full-stack development,Full Stack Developer,0.6658,65,0.3544,0.786,0.57770765
CAND_0061179,38.64121089065467,Krishna Bansal,Backend Engineer | 4.0+ yrs in data engineering,Backend Engineer,0.5556,129,0.2888,0.904,0.53734314
CAND_0009232,38.639312342751836,Sai Dutta,"Senior Software Engineer | SQL, Spark, Cloud",Senior Software Engineer,0.3588,128,0.2031,0.583,0.54123414
CAND_0057286,38.63088368960512,Mira Trivedi,Full Stack Developer | Backend systems & APIs,Full Stack Developer,0.3036,196,0.1776,0.766,0.58038425
CAND_0030227,38.63003658036723,Aanya Trivedi,"Analytics Engineer | SQL, Spark, Cloud",Analytics Engineer,0.5592,65,0.3412,0.757,0.55139446
CAND_0059044,38.629920004052956,Ayaan Shetty,Cloud Engineer | Backend systems & APIs,Cloud Engineer,0.5532,191,0.5708,0.761,0.53953594
CAND_0013818,38.62910619683323,Sanjay Pandey,Frontend Engineer | Cloud & DevOps,Frontend Engineer,0.3642,104,0.2826,0.786,0.5325673
CAND_0036403,38.626067074673166,Anjali Ghosh,Data Engineer | Data pipelines & analytics,Data Engineer,0.8928,77,0.3023,0.964,0.5423718
CAND_0077498,38.61556809608764,Aarav Kapoor,Senior Software Engineer (ML) | Data Science & ML enthusiast,Senior Software Engineer (ML),0.764,20,0.692,0.961,0.53548896
CAND_0036604,38.60861614898612,Ayaan Verma,ML Engineer | Data Science & ML enthusiast,ML Engineer,0.7394,111,0.464,0.733,0.5538672
CAND_0060231,38.60736579676562,Riya Menon,.NET Developer | Full-stack development,.NET Developer,0.595,118,0.268,1.0,0.531358
CAND_0010000,38.59671685855983,Aanya Desai,AI Research Engineer | 3.2 yrs in analytics & ML,AI Research Engineer,0.9536,97,0.4259,0.798,0.5418738
CAND_0007631,38.595128932954424,Ishaan Mittal,AI Specialist | Building ML-powered solutions,AI Specialist,0.865,25,0.414,0.775,0.5122509
CAND_0005895,38.59458159532477,Krishna Tiwari,Analytics Engineer | 5.5+ yrs in data engineering,Analytics Engineer,0.8338,149,0.5252,0.807,0.5433756
CAND_0082713,38.59309493444262,Deepak Hegde,Cloud Engineer | Full-stack development,Cloud Engineer,0.4592,123,0.5034,0.877,0.56214356
CAND_0071712,38.58232552065806,Avni Mukherjee,Mobile Developer | Full-stack development,Mobile Developer,0.5222,184,0.2408,0.84,0.53997314
CAND_0066414,38.55610369309091,Advik Rao,QA Engineer | Full-stack development,QA Engineer,0.4038,99,0.398,0.647,0.5923822
CAND_0038364,38.55610369309091,Reyansh Singh,Software Engineer | Cloud & DevOps,Software Engineer,0.39,115,0.3216,0.647,0.5933827
CAND_0070514,38.54798767490146,Anika Banerjee,AI Specialist | Building ML-powered solutions,AI Specialist,0.817,26,0.5144,0.943,0.5326815
CAND_0006560,38.54720226270966,Zara Dutta,Full Stack Developer | Backend systems & APIs,Full Stack Developer,0.4174,136,0.2916,0.706,0.5224762
CAND_0009184,38.54095575397165,Avni Kapoor,Backend Engineer | Data pipelines & analytics,Backend Engineer,0.68,59,0.3014,0.885,0.5005649
CAND_0091062,38.53988377849041,Nikhil Singh,"Backend Engineer | SQL, Spark, Cloud",Backend Engineer,0.71,46,0.3264,0.826,0.5335163
CAND_0046533,38.53432775472698,Vivaan Khanna,Software Engineer | Data pipelines & analytics,Software Engineer,0.5778,60,0.3172,0.809,0.5169741
CAND_0037075,38.5312542592598,Atharv Malhotra,Backend Engineer | 5.1+ yrs in data engineering,Backend Engineer,0.6164,125,0.3336,0.815,0.5076303
CAND_0076381,38.52509546459023,Sunil Naidu,Backend Engineer | 7.6+ yrs in data engineering,Backend Engineer,0.8424,24,0.3714,0.764,0.5461328
CAND_0094390,38.52242588372771,Kavya Chatterjee,Full Stack Developer | Full-stack development,Full Stack Developer,0.5228,98,0.2796,0.692,0.5724474
CAND_0089406,38.51467157113621,Jay Joshi,Data Scientist | 4.2 yrs in analytics & ML,Data Scientist,0.7352,94,0.4664,1.0,0.59130275
CAND_0071939,38.508701140877335,Jay Nair,Data Scientist | Data Science & ML enthusiast,Data Scientist,0.835,84,0.3557,0.798,0.48564416
CAND_0014783,38.49260253792955,Sai Kumar,Analytics Engineer | Data pipelines & analytics,Analytics Engineer,0.7612,138,0.4001,0.83,0.52668047
CAND_0078002,38.4824688768791,Reyansh Sharma,"Machine Learning Engineer | Search, Ranking & Retrieval",Machine Learning Engineer,0.79,55,0.6062,1.0,0.5671875
CAND_0052887,38.481536036259364,Siya Mittal,.NET Developer | Cloud & DevOps,.NET Developer,0.308,96,0.5076,1.0,0.5165521
CAND_0059215,38.48046675023847,Aarohi Ghosh,Mobile Developer | Full-stack development,Mobile Developer,0.5396,59,0.345,0.967,0.5423013
CAND_0009974,38.47651360989939,Manish Reddy,Data Engineer | Data pipelines & analytics,Data Engineer,0.5126,136,0.3288,0.846,0.5073595
CAND_0051049,38.476076001641374,Aisha Mukherjee,Analytics Engineer | 6.2+ yrs in data engineering,Analytics Engineer,0.7772,126,0.3776,0.715,0.53593355
CAND_0001575,38.4698028795923,Ananya Ghosh,Data Engineer | Data pipelines & analytics,Data Engineer,0.4408,94,0.3918,1.0,0.5411567
CAND_0050176,38.46631807832473,Kiara Chatterjee,Data Analyst | Data pipelines & analytics,Data Analyst,0.543,132,0.4539,0.958,0.54902256
CAND_0072315,38.45914675921233,Naina Tiwari,Cloud Engineer | Backend systems & APIs,Cloud Engineer,0.5878,36,0.2916,0.797,0.5781327
CAND_0063299,38.44985336084574,Neha Hegde,DevOps Engineer | Cloud & DevOps,DevOps Engineer,0.394,124,0.0404,0.904,0.5874695
CAND_0020392,38.4460413732663,Rajesh Verma,QA Engineer | Full-stack development,QA Engineer,0.4414,128,0.4456,0.88,0.5715476
CAND_0037912,38.44320752976396,Ved Bansal,Data Analyst | 5.7+ yrs in data engineering,Data Analyst,0.3836,130,0.362,1.0,0.5654897
CAND_0087056,38.438253374274126,Anil Mehta,QA Engineer | Backend systems & APIs,QA Engineer,0.3978,94,0.2512,0.906,0.5535344
CAND_0036724,38.43798326241945,Avni Gupta,Software Engineer | Data pipelines & analytics,Software Engineer,0.4748,148,0.6448,0.965,0.5112343
CAND_0033445,38.42557004037734,Ved Bhatia,ML Engineer | 6.8 yrs in analytics & ML,ML Engineer,0.7834,20,0.3764,1.0,0.5070541
CAND_0001086,38.42515573469596,Kabir Shetty,Senior Software Engineer | 8.0+ yrs in data engineering,Senior Software Engineer,0.9504,141,0.5006,0.961,0.5611849
CAND_0030784,38.42055321197396,Ved Mukherjee,Data Scientist | 4.4 yrs in analytics & ML,Data Scientist,0.5494,22,0.5575,1.0,0.5184216
CAND_0052485,38.415812291851054,Nikhil Rao,Analytics Engineer | 7.6+ yrs in data engineering,Analytics Engineer,0.6812,144,0.4553,0.914,0.5162381
CAND_0041528,38.411261022086116,Amit Rao,Mobile Developer | Backend systems & APIs,Mobile Developer,0.3988,141,0.3332,0.818,0.5362771
CAND_0006255,38.408335520067475,Reyansh Tiwari,Senior Data Engineer | Data pipelines & analytics,Senior Data Engineer,0.64,44,0.3704,0.954,0.5191038
CAND_0015784,38.40810408666273,Ela Pillai,Data Engineer | 7.4+ yrs in data engineering,Data Engineer,0.4732,97,0.4628,0.632,0.56985295
CAND_0065299,38.40734571167223,Ishaan Naidu,Software Engineer | Data pipelines & analytics,Software Engineer,0.745,46,0.4244,0.879,0.54155564
CAND_0055403,38.40695154196889,Yash Joshi,Mobile Developer | Full-stack development,Mobile Developer,0.5758,181,0.5062,0.887,0.52673185
CAND_0012680,38.40432623304879,Ritu Kumar,Java Developer | Cloud & DevOps,Java Developer,0.5062,46,0.2822,0.817,0.53541183
CAND_0088815,38.39539522311933,Zara Saxena,"Data Engineer | SQL, Spark, Cloud",Data Engineer,0.5112,19,0.4596,0.994,0.56027806
CAND_0002254,38.38398247680762,Dev Singh,Full Stack Developer | Cloud & DevOps,Full Stack Developer,0.4006,103,0.2672,0.656,0.48203525
CAND_0037305,38.379656498575756,Manish Tiwari,QA Engineer | Cloud & DevOps,QA Engineer,0.4284,136,0.3704,0.864,0.5308548
CAND_0043014,38.3651374344653,Neha Khanna,Cloud Engineer | Backend systems & APIs,Cloud Engineer,0.4246,98,0.2876,0.814,0.48754928
CAND_0026505,38.36239535356027,Aditya Sen,Senior Software Engineer | Data pipelines & analytics,Senior Software Engineer,0.6754,34,0.2116,0.874,0.54515326
CAND_0010541,38.36124560872083,Meera Krishnan,AI Research Engineer | Data Science & ML enthusiast,AI Research Engineer,0.7696,99,0.4496,0.853,0.5862645
CAND_0007228,38.36085068648618,Suresh Trivedi,Software Engineer | Cloud & DevOps,Software Engineer,0.5646,116,0.26,0.774,0.55529606
CAND_0012279,38.36020884666182,Sai Shah,Graphic Designer | AI enthusiast | Building with LLMs,Graphic Designer,0.351,178,0.196,0.827,0.5783372
CAND_0022127,38.35003930793254,Deepak Rao,Computer Vision Engineer | Data Science & ML enthusiast,Computer Vision Engineer,0.3816,98,0.7524,0.614,0.5372374
CAND_0079780,38.335978347148476,Myra Sharma,"Analytics Engineer | SQL, Spark, Cloud",Analytics Engineer,0.36,65,0.2442,0.79,0.52210665
CAND_0034999,38.33555965503093,Priya Vora,Mobile Developer | Full-stack development,Mobile Developer,0.3884,20,0.036,0.759,0.52069086
CAND_0002969,38.33291493797135,Diya Goyal,Senior Data Engineer | Data pipelines & analytics,Senior Data Engineer,0.521,89,0.354,0.855,0.53276664
CAND_0022463,38.327074323335424,Kavya Arora,Junior ML Engineer | 6.5 yrs in analytics & ML,Junior ML Engineer,0.744,22,0.4938,0.933,0.5376939
CAND_0023669,38.32429077767635,Vivaan Bose,"Data Engineer | SQL, Spark, Cloud",Data Engineer,0.4784,111,0.2268,0.958,0.5090656
CAND_0005724,38.318334023830246,Divya Khanna,"Backend Engineer | SQL, Spark, Cloud",Backend Engineer,0.409,124,0.3884,0.964,0.5263207
CAND_0012840,38.318190268462125,Kiara Agarwal,Junior ML Engineer | 3.7 yrs in analytics & ML,Junior ML Engineer,1.0,23,0.2,1.0,0.56431067
CAND_0043249,38.317491870534084,Ananya Mehta,Data Engineer | 2.7+ yrs in data engineering,Data Engineer,0.4328,46,0.4116,0.791,0.5485829
CAND_0047521,38.3165387814131,Manish Mittal,Junior ML Engineer | 4.4 yrs in analytics & ML,Junior ML Engineer,0.8656,38,0.5778,1.0,0.56944484
CAND_0007460,38.3165387814131,Anika Sethi,"AI Engineer | ML, NLP, Recommendation Systems",AI Engineer,0.865,25,0.5604,1.0,0.5741279
CAND_0046064,38.31615929063584,Saanvi Naidu,"Senior NLP Engineer | LLMs, RAG, Vector Search | ex-Top Tech",Senior NLP Engineer,1.0,50,0.7256,0.903,0.5712264
CAND_0098198,38.315527020045,Kavya Sen,Data Analyst | 5.5+ yrs in data engineering,Data Analyst,0.3658,118,0.41,1.0,0.5509032
CAND_0088978,38.31536803597538,Ira Arora,Backend Engineer | 7.8+ yrs in data engineering,Backend Engineer,0.4312,72,0.3259,0.924,0.5299135
CAND_0068596,38.31506964813331,Kavya Sethi,AI Research Engineer | Building ML-powered solutions,AI Research Engineer,1.0,38,0.4964,0.916,0.53757477
CAND_0032690,38.31215295498291,Kavya Saxena,Senior Software Engineer | 5.8+ yrs in data engineering,Senior Software Engineer,0.5196,33,0.4798,0.828,0.56975776
CAND_0030454,38.3118491275163,Kavya Mishra,Mobile Developer | Cloud & DevOps,Mobile Developer,0.4468,110,0.439,0.924,0.5303389
CAND_0066690,38.311274370528686,Advik Sen,ML Engineer | 4.8 yrs in analytics & ML,ML Engineer,0.808,19,0.5575,0.98,0.52961296
CAND_0073450,38.31000863372334,Rahul Hegde,AI Research Engineer | Data Science & ML enthusiast,AI Research Engineer,0.968,42,0.3536,0.769,0.5680028
CAND_0026129,38.30138564922592,Aanya Tiwari,Software Engineer | Cloud & DevOps,Software Engineer,0.4932,24,0.3932,0.847,0.57075393
CAND_0030061,38.2988868996084,Atharv Reddy,Data Analyst | Data pipelines & analytics,Data Analyst,0.424,83,0.4176,0.818,0.48518056
CAND_0075439,38.29867364984021,Pooja Mehta,Machine Learning Engineer | Applied ML | Building intelligent products,Machine Learning Engineer,0.793,39,0.6964,1.0,0.5585492
CAND_0093382,38.29816408857068,Ved Menon,QA Engineer | Backend systems & APIs,QA Engineer,0.44,62,0.2666,0.806,0.54391754
CAND_0007574,38.293640200109905,Manish Iyer,QA Engineer | Backend systems & APIs,QA Engineer,0.5846,79,0.4154,0.838,0.5421592
CAND_0033775,38.28692446455718,Om Pillai,Senior Data Engineer | Data pipelines & analytics,Senior Data Engineer,0.8894,93,0.3132,0.832,0.5294976
CAND_0060054,38.277075755260825,Aisha Kapoor,"AI Engineer | ML, NLP, Recommendation Systems",AI Engineer,0.5558,90,0.5596,0.823,0.5771139
CAND_0043228,38.27484036115401,Kiara Sen,Applied ML Engineer | Applied ML | Building intelligent products,Applied ML Engineer,0.7688,24,0.5324,1.0,0.5533923
CAND_0001116,38.27060217851886,Sai Sethi,Data Analyst | 2.6+ yrs in data engineering,Data Analyst,0.3636,41,0.3109,0.989,0.5660406
CAND_0046973,38.26997339883212,Aarav Desai,Backend Engineer | Data pipelines & analytics,Backend Engineer,0.7956,136,0.2968,0.745,0.49057204
CAND_0092651,38.26617474445456,Pooja Mishra,Senior Software Engineer | 3.0+ yrs in data engineering,Senior Software Engineer,0.5352,51,0.2659,0.901,0.5938502
CAND_0067579,38.26255282043068,Vihaan Sen,Software Engineer | Cloud & DevOps,Software Engineer,0.3282,142,0.4936,0.905,0.53661144
CAND_0067063,38.26236467016396,Anil Chopra,"Analytics Engineer | SQL, Spark, Cloud",Analytics Engineer,0.414,119,0.304,0.809,0.49206862
CAND_0058381,38.260325795761,Rahul Patel,Junior ML Engineer | 4.6 yrs in analytics & ML,Junior ML Engineer,0.94,83,0.2566,1.0,0.50283504
CAND_0017090,38.2576721526601,Pari Agarwal,Senior Software Engineer (ML) | Building ML-powered solutions,Senior Software Engineer (ML),0.6724,40,0.4516,0.857,0.5582565
CAND_0061225,38.238079874258396,Riya Hegde,Senior Data Engineer | 6.0+ yrs in data engineering,Senior Data Engineer,0.8608,63,0.4692,0.741,0.5796455
CAND_0029024,38.23420537999247,Rohan Mehta,Software Engineer | 5.2+ yrs in data engineering,Software Engineer,0.6352,37,0.4709,0.929,0.54025537
CAND_0022537,38.233625410004116,Mira Desai,Analytics Engineer | 3.1+ yrs in data engineering,Analytics Engineer,0.9584,133,0.2198,0.946,0.5282125
CAND_0073051,38.22949844207023,Meera Kapoor,Software Engineer | Backend systems & APIs,Software Engineer,0.3886,51,0.2384,0.824,0.5681547
CAND_0084819,38.22854085836808,Krishna Shah,"Search Engineer | Search, Ranking & Retrieval",Search Engineer,0.997,37,0.7318,1.0,0.5659739
CAND_0017859,38.22548062160796,Pooja Nair,Software Engineer | Data pipelines & analytics,Software Engineer,0.7098,76,0.654,0.979,0.5069766
CAND_0085087,38.22479124198198,Anika Agarwal,Frontend Engineer | Full-stack development,Frontend Engineer,0.3632,104,0.3988,0.878,0.5460291
CAND_0025263,38.22122406609093,Dev Krishnan,Data Analyst | Data pipelines & analytics,Data Analyst,0.5694,19,0.3154,1.0,0.49580187
CAND_0084220,38.213775861814845,Yash Naidu,"Analytics Engineer | SQL, Spark, Cloud",Analytics Engineer,0.5966,99,0.3009,0.921,0.5205337
CAND_0022274,38.20899508561071,Advaith Mukherjee,AI Research Engineer | Data Science & ML enthusiast,AI Research Engineer,0.6704,20,0.5791,0.747,0.5519747
CAND_0010902,38.19666501731412,Anika Sethi,Software Engineer | Data pipelines & analytics,Software Engineer,0.525,84,0.2937,1.0,0.5285449
CAND_0002344,38.19639583296028,Krishna Menon,Senior Software Engineer (ML) | Data Science & ML enthusiast,Senior Software Engineer (ML),0.6456,66,0.7702,0.933,0.5377562
CAND_0043951,38.196167086029405,Amit Mishra,DevOps Engineer | Cloud & DevOps,DevOps Engineer,0.5458,118,0.3076,0.924,0.5485758
CAND_0014999,38.1948686964101,Advaith Pillai,DevOps Engineer | Backend systems & APIs,DevOps Engineer,0.5874,22,0.276,0.867,0.522208
CAND_0037068,38.19102218615794,Naina Rao,.NET Developer | Backend systems & APIs,.NET Developer,0.5912,113,0.062,0.871,0.48975098
CAND_0079387,38.18443620457809,Sneha Arora,AI Engineer | Applied ML | Building intelligent products,AI Engineer,0.7512,51,0.7346,1.0,0.5842533
CAND_0072917,38.16943500061797,Pooja Krishnan,"Backend Engineer | SQL, Spark, Cloud",Backend Engineer,0.92,108,0.5081,0.64,0.56408274
CAND_0093414,38.16164781674355,Karan Dutta,Software Engineer | Cloud & DevOps,Software Engineer,0.458,57,0.4744,0.832,0.5884434
CAND_0037980,38.156657792197564,Reyansh Chowdary,Senior Engineer | Information Retrieval at scale,Senior Applied Scientist,1.0,79,0.5896,0.793,0.55267465
CAND_0063183,38.1539528392304,Nisha Subramanian,DevOps Engineer | Full-stack development,DevOps Engineer,0.608,145,0.3376,1.0,0.52458155
CAND_0077691,38.15158159037123,Aisha Patel,.NET Developer | Full-stack development,.NET Developer,0.392,99,0.53,0.883,0.52144665
CAND_0007775,38.14806201759826,Vihaan Dutta,.NET Developer | Full-stack development,.NET Developer,0.5858,50,0.2428,0.91,0.51339734
CAND_0054815,38.147358819108526,Deepak Gupta,Java Developer | Full-stack development,Java Developer,0.4904,38,0.3964,0.841,0.56376964
CAND_0098657,38.14159065377526,Meera Gupta,Analytics Engineer | Data pipelines & analytics,Analytics Engineer,0.6208,40,0.3436,1.0,0.5165675
CAND_0070653,38.13376094391628,Meera Khanna,AI Specialist | Building ML-powered solutions,AI Specialist,0.8344,59,0.034,0.799,0.5499443
CAND_0013393,38.126356602510334,Sneha Bansal,ML Engineer | 5.3 yrs in analytics & ML,ML Engineer,0.5916,87,0.3668,0.842,0.5672162
CAND_0016782,38.12428543694073,Mira Dalal,Data Engineer | Data pipelines & analytics,Data Engineer,0.9632,138,0.5364,0.907,0.50024307
CAND_0085881,38.123116381311924,Diya Khanna,"Senior Data Engineer | SQL, Spark, Cloud",Senior Data Engineer,0.3,103,0.0728,0.967,0.52988684
CAND_0075821,38.119365543865065,Rahul Gupta,Software Engineer | Cloud & DevOps,Software Engineer,0.4084,188,0.352,0.921,0.53306675
CAND_0074312,38.11899846357703,Shaurya Joshi,Mobile Developer | Cloud & DevOps,Mobile Developer,0.571,97,0.224,0.871,0.50729316
CAND_0026230,38.107949759699416,Pooja Goyal,.NET Developer | Full-stack development,.NET Developer,0.3608,74,0.484,0.955,0.53923804
CAND_0024878,38.10623168904294,Aanya Shetty,AI Specialist | Building ML-powered solutions,AI Specialist,0.82,20,0.5036,1.0,0.568269
CAND_0067315,38.10394376365662,Tanya Agarwal,Software Engineer | Backend systems & APIs,Software Engineer,0.417,103,0.3244,0.65,0.57152635
CAND_0053830,38.10023939236224,Deepak Dalal,Software Engineer | Full-stack development,Software Engineer,0.3882,154,0.3352,0.709,0.5918196
CAND_0070625,38.08764368463354,Ela Tiwari,Data Engineer | Data pipelines & analytics,Data Engineer,0.8374,114,0.2868,0.743,0.5179978
CAND_0092226,38.08615992820993,Jay Malhotra,Software Engineer | Backend systems & APIs,Software Engineer,0.5814,81,0.5108,0.963,0.57222724
CAND_0081030,38.083603499093975,Manish Trivedi,Senior Software Engineer | Data pipelines & analytics,Senior Software Engineer,0.8196,119,0.5504,1.0,0.5645765
CAND_0005847,38.07696583470892,Sanjay Shah,Senior Software Engineer | 5.5+ yrs in data engineering,Senior Software Engineer,0.5346,145,0.2023,0.989,0.57066417
CAND_0005311,38.07380658475532,Naina Tiwari,AI Research Engineer | 5.7 yrs in analytics & ML,AI Research Engineer,1.0,40,0.7241,0.795,0.58535683
CAND_0061550,38.07268168015518,Rajesh Mittal,ML Engineer | 5.3 yrs in analytics & ML,ML Engineer,1.0,107,0.548,0.86,0.52881074
CAND_0054453,38.06825448101612,Manish Krishnan,"Senior Data Engineer | SQL, Spark, Cloud",Senior Data Engineer,0.4164,112,0.3481,0.864,0.5155356
CAND_0049796,38.06697874233565,Anika Kumar,Frontend Engineer | Cloud & DevOps,Frontend Engineer,0.4542,84,0.214,1.0,0.54909945
CAND_0064744,38.06629350011059,Meera Dutta,QA Engineer | Cloud & DevOps,QA Engineer,0.3468,143,0.1876,0.92,0.56666774
